File Name,Version,Project,License,Comments
com.liferay.portal.template.soy.impl.jar!commons-lang3.jar,3.4,Apache Commons Lang,"Apache License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!error_prone_annotations.jar,2.2.0,error-prone annotations,Apache 2.0,
com.liferay.portal.template.soy.impl.jar!failureaccess.jar,1.0.1,Guava InternalFutureFailureAccess and InternalFutures,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!gson.jar,2.7,Gson,Apache 2.0,
com.liferay.portal.template.soy.impl.jar!guava.jar,27.0.1-jre,Guava: Google Core Libraries for Java,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!guice-multibindings.jar,4.1.0,Google Guice - Extensions - MultiBindings,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!guice.jar,4.1.0,Google Guice - Core Library,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!icu4j.jar,57.1,ICU4J,ICU License,
com.liferay.portal.template.soy.impl.jar!j2objc-annotations.jar,1.1,J2ObjC Annotations,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!javax.inject.jar,1,javax.inject,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!jsr305.jar,3.0.2,FindBugs-jsr305,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!listenablefuture.jar,9999.0-empty-to-avoid-conflict-with-guava,Guava ListenableFuture only,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!protobuf-java.jar,3.3.0,Protocol Buffers [Core],"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!soy.jar,2018-01-03,Closure Templates,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!truth.jar,0.36,Truth Core,"The Apache Software License, Version 2.0",
com.liferay.portal.template.soy.impl.jar!types.jar,1.0.4,Safe HTML Types Library,"The Apache Software License, Version 2.0",
com.liferay.portal.template.velocity.jar!org.apache.velocity.jar,1.6.4.LIFERAY-PATCHED-1,org.apache.velocity,LGPL 2.1,
com.liferay.portal.template.velocity.jar!velocity-tools.jar,1.4,org.apache.velocity,"Apache License, Version 2.0",
com.liferay.portal.tools.db.upgrade.client.jar!commons-cli.jar,1.3.1,Apache Commons CLI,"Apache License, Version 2.0",
com.liferay.portal.tools.db.upgrade.client.jar!jline.jar,2.12,JLine,The BSD License,
com.liferay.portal.upgrade.impl.jar!jgrapht-core.jar,0.9.1,JGraphT - Core,Eclipse Public License (EPL) 1.0,
com.liferay.portal.vulcan.api.jar!graphql-java-annotations.jar,5.4,graphql-java-annotations,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.api.jar!jackson-dataformat-xml.jar,2.9.8,Jackson-dataformat-XML,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.api.jar!snakeyaml.jar,1.23,SnakeYAML,"Apache License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!antlr4-runtime.jar,4.7.1,ANTLR 4 Runtime,The BSD License,
com.liferay.portal.vulcan.impl.jar!classmate.jar,1.4.0,ClassMate,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!commons-codec.jar,1.10,Apache Commons Codec,"Apache License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!commons-lang3.jar,3.8,Apache Commons Lang,"Apache License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!failureaccess.jar,1.0.1,Guava InternalFutureFailureAccess and InternalFutures,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!graphql-java-annotations.jar,7.0.1,graphql-java-annotations,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!graphql-java-servlet.jar,7.5.0,graphql-java-servlet,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!graphql-java.jar,12.0,graphql-java,MIT,
com.liferay.portal.vulcan.impl.jar!guava.jar,27.1-jre,Guava: Google Core Libraries for Java,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!hibernate-validator.jar,6.0.15.Final,Hibernate Validator Engine,Apache License 2.0,
com.liferay.portal.vulcan.impl.jar!jackson-dataformat-xml.jar,2.9.8,Jackson-dataformat-XML,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!jackson-dataformat-yaml.jar,2.9.8,Jackson-dataformat-YAML,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!jackson-datatype-jdk8.jar,2.9.8,Jackson datatype: jdk8,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!jackson-jaxrs-base.jar,2.9.8,Jackson-JAXRS-base,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!jackson-jaxrs-json-provider.jar,2.9.8,Jackson-JAXRS-JSON,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!jackson-jaxrs-xml-provider.jar,2.9.8,Jackson-JAXRS-XML,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!java-dataloader.jar,2.1.1,java-dataloader,"The Apache Software License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!javassist.jar,3.23.1-GA,Javassist,LGPL 2.1,
com.liferay.portal.vulcan.impl.jar!reactive-streams.jar,1.0.2,reactive-streams,CC0,
com.liferay.portal.vulcan.impl.jar!reflections.jar,0.9.11,Reflections,The New BSD License,
com.liferay.portal.vulcan.impl.jar!snakeyaml.jar,1.23,SnakeYAML,"Apache License, Version 2.0",
com.liferay.portal.vulcan.impl.jar!swagger-core.jar,2.0.6,swagger-core,Apache License 2.0,
com.liferay.portal.vulcan.impl.jar!swagger-integration.jar,2.0.6,swagger-integration,Apache License 2.0,
com.liferay.portal.vulcan.impl.jar!swagger-jaxrs2.jar,2.0.6,swagger-jaxrs2,Apache License 2.0,
com.liferay.portal.vulcan.impl.jar!swagger-models.jar,2.0.6,swagger-models,Apache License 2.0,
com.liferay.push.notifications.sender.android.jar!json-simple.jar,1.1,JSON.simple,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.apple.jar!apns.jar,1.0.0.Beta6,Java Apple Push Notification Service Library,New BSD License,
com.liferay.push.notifications.sender.apple.jar!jackson-annotations.jar,2.9.9,Jackson-annotations,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.apple.jar!jackson-core.jar,2.9.9,Jackson-core,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.apple.jar!jackson-databind.jar,2.9.9.1,jackson-databind,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.firebase.jar!fcm-client.jar,0.3.0,Firebase Cloud Messaging Client,LGPL 2.1,
com.liferay.push.notifications.sender.firebase.jar!gson.jar,2.8.0,Gson,Apache 2.0,
com.liferay.push.notifications.sender.firebase.jar!okhttp.jar,3.5.0,OkHttp,Apache 2.0,
com.liferay.push.notifications.sender.firebase.jar!okio.jar,1.11.0,Okio,Apache 2.0,
com.liferay.push.notifications.sender.microsoft.jar!httpclient.jar,4.3.6,HttpComponents Apache HttpClient,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.microsoft.jar!httpcore.jar,4.3.3,HttpComponents Apache HttpCore,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.microsoft.jar!java-mpns.jar,0.1.0,Java Microsoft Push Notification Service Library,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!commons-lang3.jar,3.4,Apache Commons Lang,"Apache License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!httpclient.jar,4.2.6,HttpComponents Apache HttpClient,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!httpcore.jar,4.2.5,HttpComponents Apache HttpCore,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!jackson-core-asl.jar,1.9.3,Jackson JSON processor,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!jackson-mapper-asl.jar,1.9.3,Data mapper for Jackson JSON processor,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!joda-convert.jar,1.2,Joda convert,"Apache License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!joda-time.jar,2.8.2,Joda-Time,"Apache License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!json-simple.jar,1.1,JSON.simple,"The Apache Software License, Version 2.0",
com.liferay.push.notifications.sender.sms.jar!twilio-java-sdk.jar,4.0.2,twilio-java-sdk,MIT License,
com.liferay.reading.time.service.jar!jsoup.jar,1.10.2,jsoup Java HTML Parser,The MIT License,
com.liferay.registry.api.jar!biz.aQute.bndlib.jar,3.1.0,bndlib,"Apache License, Version 2.0",
com.liferay.rss.impl.jar!icu4j.jar,54.1.1,ICU4J,ICU License,
com.liferay.server.admin.web.jar!jcommon.jar,1.0.16,jcommon,GNU Lesser General Public Licence,
com.liferay.server.admin.web.jar!jfreechart.jar,1.0.13,jfreechart,GNU Lesser General Public Licence,
com.liferay.sync.security.jar!commons-codec.jar,1.4,Commons Codec,"The Apache Software License, Version 2.0",
com.liferay.sync.security.jar!google-collections.jar,1.0,Google Collections Library,"The Apache Software License, Version 2.0",
com.liferay.sync.security.jar!gson.jar,1.4,Gson,"The Apache Software License, Version 2.0",
com.liferay.sync.security.jar!httpcore.jar,4.0.1,HttpCore,"Apache License, Version 2.0",
com.liferay.sync.security.jar!joda-time.jar,1.6,Joda time,"Apache License, Version 2.0",
com.liferay.sync.security.jar!jsontoken.jar,1.1,jsontoken,"The Apache Software License, Version 2.0",
com.liferay.sync.service.jar!bcpg-jdk15on.jar,1.54,Bouncy Castle OpenPGP API,Bouncy Castle Licence,
com.liferay.sync.service.jar!bcpkix-jdk15on.jar,1.54,"Bouncy Castle PKIX, CMS, EAC, TSP, PKCS, OCSP, CMP, and CRMF APIs",Bouncy Castle Licence,
com.liferay.sync.service.jar!bcprov-jdk15on.jar,1.54,Bouncy Castle Provider,Bouncy Castle Licence,
com.liferay.upload.web.jar!jsoup.jar,1.10.2,jsoup Java HTML Parser,The MIT License,
com.liferay.web.form.web.jar!rhino.jar,1.7R4,Mozilla Rhino 1.7R4,"Mozilla Public License, Version 2.0",
com.liferay.web.proxy.web.jar!org.portletbridge.core.jar,1.1.2,org.portletbridge,"Apache License, Version 2.0",
com.liferay.wiki.engine.creole.jar!antlr.jar,3.0.1,AntLR Parser Generator,BSD licence,
com.liferay.wiki.engine.creole.jar!stringtemplate.jar,3.0,Stringtemplate,BSD License,
com.liferay.wiki.engine.html.jar!jericho-html.jar,3.1,Jericho HTML Parser,GNU Lesser General Public License (LGPL),
com.liferay.wiki.service.jar!antlr.jar,3.0.1,AntLR Parser Generator,BSD licence,
com.liferay.wiki.service.jar!biz.aQute.bndlib.jar,3.1.0,bndlib,"http://www.opensource.org/licenses/apache2.0.php; description=""Apache License, Version 2.0""; link=""http://www.apache.org/licenses/LICENSE-2.0""",
com.liferay.wiki.service.jar!jericho-html.jar,3.1,Jericho HTML Parser,GNU Lesser General Public License (LGPL),
com.liferay.wiki.service.jar!oro.jar,2.0.8,oro:oro,"Apache Software License, Version 1.1",
com.liferay.wiki.service.jar!stringtemplate.jar,3.0,Stringtemplate,BSD License,
lib/development/activation.jar,1.1,JavaBeans Activation Framework,CDDL 1.0,
lib/development/alloy-taglib.jar,1.1.10,Alloy TagLibs,LGPL 2.1,
lib/development/annotations.jar,1.0,Common Annotations,CDDL 1.0,
lib/development/ant-apache-bsf.jar,1.8.2,Ant,Apache License 2.0,
lib/development/ant-contrib.jar,1.0 B3,Ant-Contrib Tasks,Apache License 1.1,
lib/development/antelope.jar,3.4.0,Antelope,Apache License 1.1,
lib/development/appium.jar,1.6.2,Appium,Apache License 2.0,
lib/development/biz.aQute.bnd.jar,3.5.0,Bnd,Apache License 2.0,
lib/development/bsh.jar,2.0 B4,BeanShell,LGPL 2.1,
lib/development/catalina.jar,9.0.17,Tomcat,Apache License 2.0,
lib/development/com.liferay.jenkins.results.parser.jar,1.0.238,Liferay Jenkins Results Parser,LGPL 2.1,
lib/development/deployment.jar,1.1,J2EE Application Deployment Library,CDDL 1.0,
lib/development/dtddoc.jar,1.1.0,DTDDoc,MIT License,
lib/development/dtdparser.jar,1.20,DTDParser,LGPL 2.1,
lib/development/dumbster.jar,02856255a6cc7f,Dumbster,Apache License 2.0,
lib/development/error-prone-ant.jar,1.0.8,Error-Prone,Apache License 2.0,
lib/development/freemarker.jar,2.3.23,FreeMarker,BSD Style License,
lib/development/gson.jar,2.2.4,Gson,Apache License 2.0,
lib/development/guava.jar,16.0.1,Guava,Apache License 2.0,
lib/development/hamcrest-core.jar,1.3,Hamcrest,BSD Style License,
lib/development/hamcrest-library.jar,1.3,Hamcrest,BSD Style License,
lib/development/hsql.jar,2.3.3,HSQL Database Engine,BSD Style License,See LPS-58322.
lib/development/j2h.jar,1.5,Java2HTML,GPL 2.0,
lib/development/jacocoagent.jar,0.7.9,JaCoCo,Eclipse Public License Version 1.0,
lib/development/jacocoant.jar,0.7.9,JaCoCo,Eclipse Public License Version 1.0,
lib/development/jacococore.jar,0.7.9,JaCoCo,Eclipse Public License Version 1.0,
lib/development/jacocoreport.jar,0.7.9,JaCoCo,Eclipse Public License Version 1.0,
lib/development/jalopy.jar,1.5 RC3,Jalopy,BSD Style License,This includes modifications to remove extraneous logging. Removed antlr.* because it with the Groovy compiler. See LPS-51450.
lib/development/jargs.jar,1.0,JArgs,BSD Style License,
lib/development/jarjar.jar,1.2,Jar Jar Links,Apache License 2.0,
lib/development/jasper.jar,9.0.17,Tomcat,Apache License 2.0,
lib/development/jaxb-api.jar,2.1.9,Java Architecture for XML Binding,CDDL 1.0,
lib/development/jbi_rt.jar,2.0 UR1,Glassfish,CDDL 1.0,
lib/development/jetty-server.jar,8.1.10,Jetty,Apache License 2.0,
lib/development/jetty-util.jar,8.1.10,Jetty,Apache License 2.0,
lib/development/jms.jar,1.1,Java Message Services,Sun Binary Code License Agreement,
lib/development/jndi.jar,1.2.1,Java Naming and Directory Interface,Sun Binary Code License Agreement,
lib/development/jsch.jar,0.1.55,JSch,BSD Style License,
lib/development/jserrorcollector.jar,c7d2d9161321e9,JSErrorCollector,Apache License 2.0,
lib/development/jsonassert.jar,1.2.3,JSONassert,Apache License 2.0,
lib/development/jsp-api.jar,2.1,JavaServer Pages,Sun Binary Code License Agreement,
lib/development/jta.jar,1.1,Java Transaction,Sun Binary Code License Agreement,See LPS-27200.
lib/development/junit.jar,4.12,JUnit,Common Public License 1.0,
lib/development/jutf7.jar,,jutf7,MIT License,
lib/development/mail.jar,1.4,JavaMail,Sun Binary Code License Agreement,
lib/development/mariadb.jar,1.1.9,MariaDB Connector/J,LGPL 2.1,
lib/development/maven-ant-tasks.jar,2.1.3,Maven Ant Tasks,Apache License 2.0,
lib/development/mockito.jar,1.9.5,Mockito,MIT License,
lib/development/mysql.jar,5.1.23,MySQL Connector/J,GPL 2.0,
lib/development/objenesis.jar,2.1,Objenesis,Apache License 2.0,
lib/development/p6spy.jar,1.3,P6Spy,P6Spy Software License 1.1,
lib/development/persistence.jar,2.0,Java Persistence,Sun Binary Code License Agreement,
lib/development/postgresql.jar,9.4-1201 JDBC 41,PostgreSQL JDBC Driver,BSD Style License,
lib/development/powermock-api-mockito.jar,1.6.1,Powermock,Apache License 2.0,
lib/development/powermock-api-support.jar,1.6.1,Powermock,Apache License 2.0,
lib/development/powermock-core.jar,1.6.1,Powermock,Apache License 2.0,
lib/development/powermock-module-junit4-common.jar,1.6.1,Powermock,Apache License 2.0,
lib/development/powermock-module-junit4.jar,1.6.1,Powermock,Apache License 2.0,
lib/development/powermock-reflect.jar,1.6.1,Powermock,Apache License 2.0,
lib/development/qdox.jar,1.12.1,QDox,Apache License 2.0,
lib/development/resin.jar,4.0.44,Resin,GPL 2.0,- See LEP-5048 and LPS-15805. -
lib/development/saxpath.jar,1.0 FCS,SAXPath,Werkin Digital License,
lib/development/sdk-addon-api-0.2.jar,0.2,Glassfish,CDDL 1.0,
lib/development/servlet-api.jar,3.0.1,Java Servlet,Sun Binary Code License Agreement,
lib/development/slf4j-simple.jar,1.7.10,SLF4J Simple Binding,MIT License,
lib/development/smtp.jar,1.4,JavaMail,Sun Binary Code License Agreement,
lib/development/spring-instrument-tomcat.jar,4.1.9,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/development/spring-instrument.jar,4.1.9,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/development/spring-test.jar,4.1.9,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/development/tlddoc.jar,1.3,Tag Library Documentation Generator,BSD Style License,
lib/development/tomcat-api.jar,9.0.17,Tomcat,Apache License 2.0,
lib/development/tomcat-coyote.jar,9.0.17,Tomcat,Apache License 2.0,
lib/development/tomcat-util.jar,9.0.17,Tomcat,Apache License 2.0,
lib/development/velocity-tools.jar,1.4,Velocity,Apache License 2.0,
lib/development/velocity.jar,1.6.4,Velocity,Apache License 2.0,
lib/development/websocket-api.jar,1.12,WebSocket,CDDL 1.1,
lib/development/xmlresolver.jar,0.12.5,XML Resolver,Apache License 2.0,
lib/development/xmltask.jar,1.16,XMLTask,Apache License 2.0,This was recompiled for compatibility with JDK 5.
lib/global/portlet.jar,2.1,JSR 286 Portlet 2.0 Specification,IBM Java Portlet Specification 2.0 License,
lib/portal/abdera.jar,1.1.2,Abdera,Apache License 2.0,
lib/portal/ant.jar,1.8.2,Ant,Apache License 2.0,
lib/portal/antlr2.jar,2.7.7,ANTLR,BSD Style License,
lib/portal/antlr3-runtime.jar,3.0.1,ANTLR,BSD Style License,
lib/portal/antlr3.jar,3.0.1,ANTLR,BSD Style License,
lib/portal/aopalliance.jar,1.0,AOP Alliance,Public Domain,
lib/portal/asm-analysis.jar,7.0,ASM,ASM License,
lib/portal/asm-commons.jar,7.0,ASM,ASM License,
lib/portal/asm-tree.jar,7.0,ASM,ASM License,
lib/portal/asm-util.jar,7.0,ASM,ASM License,
lib/portal/asm.jar,7.0,ASM,ASM License,
lib/portal/aspectj-rt.jar,1.8.9,AspectJ,Eclipse Public License 1.0,
lib/portal/aspectj-weaver.jar,1.8.9,AspectJ,Eclipse Public License 1.0,Older versions required removing testdata.* because it conflicted with JBoss 5.1.
lib/portal/axis-ant.jar,1.4,Axis,Apache License 2.0,
lib/portal/axis.jar,1.4,Axis,Apache License 2.0,See modules/third-party/org-apache-axis/patches.
lib/portal/bcmail.jar,1.45,Bouncy Castle,MIT License,
lib/portal/bcprov.jar,1.45,Bouncy Castle,MIT License,
lib/portal/boilerpipe.jar,1.1.0,Boilerpipe,Apache License 2.0,Removed org.cyberneko.* because it conflicts with nekohtml.jar.
lib/portal/bsf.jar,2.4.0,Bean Scripting Framework,Apache License 2.0,
lib/portal/c3p0.jar,0.9.5.3,C3P0,LGPL 2.1,
lib/portal/ccpp-ri.jar,1.0,CC/PP Processing,Sun Binary Code License Agreement,
lib/portal/ccpp.jar,1.0,CC/PP Processing,Sun Binary Code License Agreement,
lib/portal/cglib-nodep.jar,2.2,Code Generation Library,Apache License 2.0,
lib/portal/chardet.jar,1.1,Mozilla Charset Detectors,MPL 1.1,This was recompiled for compatibility with JDK 5.
lib/portal/chemistry-opencmis-client-api.jar,0.13.0,OpenCMIS,Apache License 2.0,
lib/portal/chemistry-opencmis-client-bindings.jar,0.13.0,OpenCMIS,Apache License 2.0,
lib/portal/chemistry-opencmis-client-impl.jar,0.13.0,OpenCMIS,Apache License 2.0,This includes a public patch from CMIS-527.
lib/portal/chemistry-opencmis-commons-api.jar,0.13.0,OpenCMIS,Apache License 2.0,
lib/portal/chemistry-opencmis-commons-impl.jar,0.13.0,OpenCMIS,Apache License 2.0,
lib/portal/closure-compiler.jar,v20131014,Closure Compiler,Apache License 2.0,Removed META-INF/beans.xml to prevent CDI autowiring.
lib/portal/commons-beanutils.jar,1.9.2,Commons Beanutils,Apache License 2.0,
lib/portal/commons-chain.jar,1.2,Commons Chain,Apache License 2.0,
lib/portal/commons-codec.jar,1.9,Commons Codec,Apache License 2.0,
