File Name,Version,Project,License,Comments
lib/portal/commons-collections.jar,3.2.2,Commons Collections,Apache License 2.0,
lib/portal/commons-collections4.jar,4.2,Apache Commons Collections,Apache License 2.0,
lib/portal/commons-compress.jar,1.18,Commons Compress,Apache License 2.0,
lib/portal/commons-configuration.jar,1.10,Commons Configuration,Apache License 2.0,
lib/portal/commons-dbcp.jar,1.2.2,Commons DBCP,Apache License 2.0,
lib/portal/commons-digester.jar,1.8.1,Commons Digester,Apache License 2.0,
lib/portal/commons-discovery.jar,0.4.0,Commons Discovery.jar,Apache License 2.0,
lib/portal/commons-exec.jar,1.3,Commons Exec,Apache License 2.0,
lib/portal/commons-fileupload.jar,1.3.2,Commons FileUpload,Apache License 2.0,
lib/portal/commons-httpclient.jar,3.1.0,Commons HttpClient,Apache License 2.0,
lib/portal/commons-io.jar,2.2.0,Commons IO,Apache License 2.0,
lib/portal/commons-lang.jar,2.6.0,Commons Lang,Apache License 2.0,
lib/portal/commons-logging.jar,1.2.0,Commons Logging,Apache License 2.0,
lib/portal/commons-math.jar,2.0.0,Commons Math,Apache License 2.0,
lib/portal/commons-math3.jar,3.6.1,Commons Math,Apache License 2.0,
lib/portal/commons-pool.jar,1.5.4,Commons Pool,Apache License 2.0,
lib/portal/commons-validator.jar,1.5.0,Commons Validator,Apache License 2.0,
lib/portal/concurrent.jar,1.3.4,Concurrent,Public Domain,
lib/portal/crypt.jar,,Manticore UFC Crypt,LGPL 2.1,
lib/portal/daisydiff.jar,1.2,DaisyDiff,Apache License 2.0,"This was recompiled for compatibility with JDK 5. Removed org.apache.*, org.cyberneko.*, and org.w3c.* because it conflicts with nekohtml.jar and xercesImpl.jar."
lib/portal/displaytag.jar,1.2,Display Tag Library,Artistic License,
lib/portal/dom4j.jar,1.6.1,dom4j,BSD Style License,
lib/portal/easyconf.jar,0.9.5,EasyConf,Apache License 2.0,
lib/portal/eclipse-core-runtime.jar,20070801,Eclipse Core Runtime,Eclipse Public License 1.0,
lib/portal/ecs.jar,1.4.2,Element Construction Set,Apache License 2.0,
lib/portal/fontbox.jar,2.0.13,PDFBox,Apache License 2.0,
lib/portal/freshcookies-security.jar,0.54,Freshcookies,Apache License 2.0,
lib/portal/gif89.jar,,Gif89Encoder,GIF89 Public Domain,
lib/portal/hessian.jar,4.0.3,Hessian,Apache License 1.1,
lib/portal/hibernate-commons-annotations.jar,3.2.0,Hibernate,LGPL 2.1,
lib/portal/hibernate-core.jar,3.6.10.LIFERAY-PATCHED-3,Hibernate,LGPL 2.1,This includes a public patch from HHH-6286.
lib/portal/hikaricp.jar,2.4.2,HikariCP,Apache License 2.0,
lib/portal/htmlparser.jar,1.6,HTML Parser,Common Public License 1.0,
lib/portal/httpclient.jar,4.5,HttpComponents,Apache License 2.0,
lib/portal/httpcore.jar,4.5,HttpComponents,Apache License 2.0,
lib/portal/httpmime.jar,4.5,HttpComponents,Apache License 2.0,
lib/portal/ical4j.jar,1.0,iCal4j,BSD Style License,
lib/portal/im4java.jar,1.2.0,im4java,LGPL 2.1,
lib/portal/isoparser.jar,1.1.18,ISO Parser,Apache License 2.0,
lib/portal/jabsorb.jar,1.3.2.LIFERAY-PATCHED-1,jabsorb,Apache License 2.0,Removed org.json.* because it json-java.jar. See LPS-78517.
lib/portal/jackson-annotations.jar,2.9.0,Jackson Annotations,"The Apache Software License, Version 2.0",
lib/portal/jackson-core.jar,2.9.8,Jackson Core,"The Apache Software License, Version 2.0",
lib/portal/jackson-databind.jar,2.9.8,Jackson Databind,"The Apache Software License, Version 2.0",
lib/portal/jai_codec.jar,1.1.3,Java Advanced Imaging,BSD Style License,
lib/portal/jai_core.jar,1.1.3,Java Advanced Imaging,BSD Style License,
lib/portal/jakarta-regexp.jar,1.5,Jakarta Regexp,Apache License 2.0,
lib/portal/java-diff.jar,1.0.5,Java Diff,BSD Style License,
lib/portal/java-libpst.jar,0.8.1,java-libpst,Apache License 2.0,
lib/portal/javassist.jar,3.18.2,Javassist,LGPL 2.1,
lib/portal/jaxb-api.jar,2.3.0,JAXB-API,CDDL 1.1,
lib/portal/jaxb-impl.jar,2.1.11,Java Architecture for XML Binding,CDDL 1.0,
lib/portal/jaxen.jar,1.1.1,Jaxen,Jaxen License,
lib/portal/jaxrpc.jar,1.1,Java API for XML-based RPC,CDDL 1.0,
lib/portal/jaxrs-api.jar,2.1,Java API for RESTful Web Services,CDDL 1.1,
lib/portal/jaxws-rt.jar,2.1.7,Java API for XML Web Services,CDDL 1.1,
lib/portal/jazzy.jar,0.5,Jazzy,LGPL 2.1,
lib/portal/jcifs.jar,1.3.14,jCIFS,LGPL 2.1,
lib/portal/jcl-over-slf4j.jar,1.7.2,SLF4J,MIT License,
lib/portal/jcommon.jar,1.0.16,JCommon,LGPL 2.1,
lib/portal/jdom.jar,1.1.1,JDOM,BSD Style License,
lib/portal/jempbox.jar,1.8.16,PDFBox,Apache License 2.0,
lib/portal/jena.jar,1.4,Jena,BSD Style License,
lib/portal/jericho-html.jar,3.1,Jericho HTML Parser,LGPL 2.1,
lib/portal/jersey-common.jar,2.26,Jersey core common packages,CDDL 1.1,
lib/portal/jfreechart.jar,1.0.13,JFreeChart,LGPL 2.1,
lib/portal/jhighlight.jar,1.0,JHighlight,CDDL 1.0,
lib/portal/jhlabs-filters.jar,,JH Labs Java Image Filters,Apache License 2.0,This JAR was bundled with SimpleCaptcha and originally named imaging.jar.
lib/portal/jmatio.jar,1.0,JMatIO,BSD Style License,
lib/portal/jna.jar,4.1.0,Java Native Access,LGPL 2.1,
lib/portal/jodconverter.jar,2.2.2,JODConverter,LGPL 2.1,
lib/portal/jodd-bean.jar,3.6.4,Jodd BeanUtil,BSD Style License,
lib/portal/jodd-core.jar,3.6.4,Jodd Core,BSD Style License,
lib/portal/jodd-http.jar,3.6.4,Jodd HTTP Client,BSD Style License,
lib/portal/jodd-json.jar,3.6.4,Jodd JSON,BSD Style License,
lib/portal/jodd-proxetta.jar,3.6.4,Jodd Proxetta,BSD Style License,
lib/portal/jodd-servlet.jar,3.6.4,Jodd Servlet,BSD Style License,
lib/portal/jodd-upload.jar,3.6.4,Jodd Upload,BSD Style License,
lib/portal/jrcs-diff.jar,0.3.0,JRCS diff utilities,Apache License 1.1,
lib/portal/json-java.jar,c7d2d9161321e9,JSON in Java,JSON License,"See the Ant target ""build-json-java-jar"" in portal-impl/build.xml."
lib/portal/jsr107cache.jar,1.0,JSR 107,Apache License 2.0,
lib/portal/jstl-api.jar,1.2,JSTL,CDDL 1.1,
lib/portal/jstl-impl.jar,1.2,JSTL,CDDL 1.1,
lib/portal/juh.jar,2.3.0,OpenOffice.org Java Uno,LGPL 2.1,
lib/portal/juniversalchardet.jar,1.0.3,Universal Character Detection,MPL 1.1,
lib/portal/jurt.jar,2.3.0,OpenOffice.org Java Uno,LGPL 2.1,
lib/portal/jws-api.jar,1.1,Java EE Web Services Metadata API,CDDL 1.1,
lib/portal/kxml2.jar,2.3.0,kXML 2,BSD Style License,See LPS-24702.
lib/portal/liferay-icu4j.jar,54.1.1.LIFERAY-PATCHED-1,ICU4J,ICU License,"See LPS-1907, LPS-36663, LPS-54422, and modules/third-party/com-ibm-icu/build.xml."
lib/portal/log4j-extras.jar,1.2.17,Log4j Extras,Apache License 2.0,
lib/portal/log4j.jar,1.2.17,Log4j,Apache License 2.0,
lib/portal/mchange-commons-java.jar,0.2.15,C3P0,LGPL 2.1,
lib/portal/metadata-extractor.jar,2.8.0,Metadata Extractor,Apache License 2.0,
lib/portal/mime4j-core.jar,0.7.2,Mime4j,Apache License 2.0,
lib/portal/mime4j-dom.jar,0.7.2,Mime4j,Apache License 2.0,
lib/portal/mimepull.jar,1.3,MIME pull,CDDL 1.1,
lib/portal/monte-cc.jar,0.7.7,Monte Media Library,LGPL 3.0,
lib/portal/nekohtml.jar,1.9.14,CyberNeko HTML Parser,Apache License 2.0,
lib/portal/netcdf.jar,4.3.23,NetCDF,Netcdf License,
lib/portal/netty-all.jar,4.1.32.Final,Netty,Apache License 2.0,
lib/portal/odmg.jar,3.0,ODMG - Object Data Management Group Java Bindings,Apache License 2.0,
lib/portal/oro.jar,2.0.8,ORO,Apache License 1.1,
lib/portal/pdfbox.jar,2.0.13,PDFBox,Apache License 2.0,
lib/portal/poi-ooxml-schemas.jar,3.11,POI,Apache License 2.0,
lib/portal/poi-ooxml.jar,3.11,POI,Apache License 2.0,
lib/portal/poi-scratchpad.jar,3.11,POI,Apache License 2.0,
lib/portal/poi.jar,3.11,POI,Apache License 2.0,
lib/portal/rdffilter.jar,1.0,RDF Filter,Public Domain,
lib/portal/rhino.jar,1.7R4,Mozilla Rhino,MPL 2.0,
lib/portal/ridl.jar,2.3.0,OpenOffice.org Java Uno,LGPL 2.1,
lib/portal/rmi-api.jar,1.0.5.Final,The javax.rmi and javax.rmi.CORBA classes,LGPL 2.1,
lib/portal/rome.jar,1.0,ROME,Apache License 2.0,See LPS-25084.
lib/portal/rometools.jar,1.5.1,Rome Tools,Apache License 2.0,
lib/portal/saaj-api.jar,1.3,SAAJ,CDDL 1.0,
lib/portal/saaj-impl.jar,1.3,SAAJ,CDDL 1.0,
lib/portal/scribe.jar,1.0.8,Scribe,MIT License,This was recompiled for compatibility with JDK 5.
lib/portal/serializer.jar,2.7.2,Xalan-Java,Apache License 2.0,
lib/portal/simplecaptcha.jar,1.1.1,SimpleCaptcha,Apache License 2.0,
lib/portal/slf4j-api.jar,1.7.2,SLF4J,MIT License,
lib/portal/soap-api.jar,1.4.0,SAAJ API,,
lib/portal/soap.jar,2.2,Apache Simple Object Access Protocol,Apache License 1.1,
lib/portal/spring-aop.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-aspects.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-beans.jar,4.3.22,Spring,Apache License 2.0,This includes missing OSGi headers.
lib/portal/spring-context-support.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-context.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-core.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-expression.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-jdbc.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-jms.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-orm.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-oxm.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-tx.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-web.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-webmvc-portlet.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/spring-webmvc.jar,4.3.22,Spring,Apache License 2.0,This does not include missing OSGi headers. See LPS-49575.
lib/portal/stax-ex.jar,1.2,StAX-Ex,CDDL 1.1,
lib/portal/stax.jar,1.0.1,JSR 173 Streaming API for XML,Apache License 2.0,
lib/portal/streambuffer.jar,0.9,XML Stream Buffer,CDDL 1.0,
lib/portal/stringtemplate.jar,3.0,StringTemplate,BSD Style License,
lib/portal/struts-core.jar,1.3.10,Struts,Apache License 2.0,
lib/portal/tagsoup.jar,1.2.1,TagSoup,Apache License 2.0,
lib/portal/tika-core.jar,1.20,Tika,Apache License 2.0,
lib/portal/tika-parsers.jar,1.20,Tika,Apache License 2.0,
lib/portal/tomcat-jdbc.jar,9.0.17,Tomcat,Apache License 2.0,
lib/portal/tomcat-juli.jar,9.0.17,Tomcat,Apache License 2.0,
lib/portal/transaction.jar,1.3,Project GlassFish Java Transaction API,,
lib/portal/truezip.jar,6.7 RC1,TrueZIP,Apache License 2.0,
lib/portal/unoil.jar,2.3.0,OpenOffice.org Java Uno,LGPL 2.1,
lib/portal/urlrewritefilter.jar,4.0.3,URL Rewrite Filter,BSD Style License,
lib/portal/vorbis-java-core.jar,0.6,Vorbis,BSD Style License,
lib/portal/vorbis-java-tika.jar,0.6,Vorbis,BSD Style License,
lib/portal/wsdl4j.jar,1.6,WSDL4J,Common Public License 1.0,
lib/portal/wstx.jar,3.2.4,Woodstox,Apache License 2.0,
lib/portal/xalan.jar,2.7.2,Xalan,Apache License 2.0,
lib/portal/xbean-spring.jar,2.8,XBean,Apache License 2.0,
lib/portal/xbean.jar,3.0.2,XMLBeans,Apache License 2.0,
lib/portal/xercesImpl.jar,2.11.0,Xerces,Apache License 2.0,
lib/portal/xml-apis.jar,1.4.01,xml-commons,Apache License 2.0,
lib/portal/xmlsec.jar,1.5.8,XML Security,Apache License 2.0,
lib/portal/xmpcore.jar,5.1.2,Extensible Metadata Platform,BSD Style License,
lib/portal/xpp3.jar,1.1.4c,XPP3,Indiana University Extreme! Lab Software License 1.1.1,
lib/portal/xstream.jar,1.4.7,XStream,BSD Style License,
lib/portal/xuggle-xuggler-noarch.jar,5.4,Xuggler,LGPL 3.0,
lib/portal/xz.jar,1.5,XZ,Public Domain,
lib/portal/yui-compressor.jar,2.4.7,Yui Compressor,BSD Style License,
powwow-portlet.war!jericho-html.jar,3.1,Jericho HTML Parser,GNU Lesser General Public License (LGPL),
definitions/datatypes.dtd,1.2,W3C XML Schema,W3C,
definitions/facelet-taglib_1_0.dtd,1.0,Facelet Taglib,CDDL-1.1,
definitions/hibernate-mapping-3.0.dtd,4.0.0,Hibernate ORM,LGPL-2.1+,
definitions/j2ee_1_4.xsd,7.0.0,tomcat,Apache-2.0,
definitions/javaee_5.xsd,4.0,GlassFish,GPL-2.0-with-classpath-exception,
definitions/maven-v4_0_0.xsd,2.0,Apache Maven,Apache-2.0,
definitions/mule-configuration.dtd,1.x,Mule,CPAL-1.0,
definitions/spring-beans.dtd,3.0.0,Spring Framework,Apache-2.0,
definitions/struts-config_1_2.dtd,2.5.16,Apache Struts,Apache-2.0,
gradle/wrapper/gradle-wrapper.jar,3.3,gradle,Apache-2.0,
lib/development/ant-contrib.jar,1.0b3,Ant-Contrib,Apache-2.0,
modules/apps/collaboration/announcements/announcements-web/src/main/resources/META-INF/resources/icons/announcements.png,1.3,Silk icon set,CC-BY-2.5,
modules/apps/collaboration/microblogs/microblogs-web/src/main/resources/META-INF/resources/microblogs/icons/microblogs.png,ElemataRC3.0,elematacms,CC-BY-4.0,
modules/apps/foundation/frontend-editor/frontend-editor-ckeditor-web/src/main/resources/META-INF/resources/_diffs/plugins/itemselector/assets/image.png,4.6.0,CKEditor,MPL-1.1,
modules/apps/foundation/frontend-editor/frontend-editor-tinymce-web/src/main/resources/META-INF/resources/_diffs/langs/ar.js,4.3.12,TinyMCE,LGPL-2.1,
modules/apps/foundation/frontend-js/frontend-js-node-shims/src/main/resources/META-INF/resources/node_modules/liferay-node-constants@1.0.0/index.js,1.0.0,constants-browserify,MIT,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/api/method.png,3.5.6,Fugue Icons,CC-BY-3.0,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/common/configuration.png,2.6.1,redmine,GPL-2.0,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/common/conversation.png,3.2.1,openmeetings,Apache-2.0,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/common/openid.gif,4.0.3,spring_security,Apache-2.0,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/common/trash.png,2.2.5,revolution,GPL-2.0+,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/diff/minus.png,7.3,nuxeo,Apache-2.0,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/diff/underline.png,1.23.9,mediawiki,GPL-2.0+,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/message_boards/bold.png,3.4,xwiki_enterprise,LGPL-2.1+,
modules/apps/foundation/frontend-theme/frontend-theme-unstyled/src/main/resources/META-INF/resources/_unstyled/images/wiki/external.png,5.1.0,groupware,GPL-2.0,
modules/apps/frontend-theme-1975-london/frontend-theme-1975-london/src/fonts/Oswald-Light.otf,4.0,Oswald font,OFL-1.1,
modules/apps/frontend-theme-porygon/frontend-theme-porygon/src/fonts/opensans-bold-webfont.eot,N/A,Open Sans,Apache-2.0,
modules/apps/marketplace/marketplace-app-manager-web/src/main/resources/META-INF/resources/icons/marketplace_app_manager.png,Notepad-X-2.0.6,notepad-x,GPL-3.0,
modules/apps/static/portal-osgi-web/portal-osgi-web-servlet-jsp-compiler/src/main/resources/javax/servlet/jsp/resources/jsp_2_0.xsd,9.0,Apache Tomcat,Apache-2.0,
modules/sdk/ant-bnd/src/main/java/com/liferay/ant/bnd/BaselineProcessor.java,2.4.1,bnd,Apache-2.0,
modules/sdk/gradle-plugins-jsdoc/src/gradleTest/smoke/src/main/resources/META-INF/resources/point/point.es.js,master,es6demos,MIT,
modules/sdk/project-templates/project-templates-npm-angular-portlet/src/main/resources/archetype-resources/src/main/resources/META-INF/resources/js/app/app.module.ts,4.2.2,angular,MIT,
modules/sdk/project-templates/project-templates/src/main/resources/maven-wrapper/.mvn/wrapper/maven-wrapper.jar,0.2.1,Maven Wrapper,Apache-2.0,
modules/third-party/com-ctc-wstx/src/main/java/com/ctc/wstx/sw/BufferingXmlWriter.java,3.2.4,Woodstox,Apache-2.0,
modules/third-party/com-google-ical/src/main/java/com/google/ical/compat/javautil/DateIterable.java,N/A,google-rfc-2445,Apache-2.0,
modules/third-party/com-h3xstream-findsecbugs/src/main/java/com/h3xstream/findsecbugs/taintanalysis/TaintClassConfig.java,1.6.0,Find Security Bugs,LGPL-3.0+,
modules/third-party/com-microsoft-schemas-sharepoint/wsdl/copy.wsdl,N/A,Microsoft SharePoint SOAP,Public-Domain,
modules/third-party/com-sforce-soap-partner/wsdl/com-sforce-soap-partner.wsdl,N/A,Salesforce SOAP API,Public-Domain,
modules/third-party/com-sun-syndication/src/main/java/com/sun/syndication/io/impl/PluginManager.java,1.0,Rometools Rome,Apache-2.0,
modules/third-party/com-webex-schemas/xsd/2002/06/common/common.xsd,2.5.0,XMLBeans,Apache-2.0,
modules/third-party/javax-servlet-jsp/src/main/java/org/apache/jasper/compiler/Jsr199JavaCompiler.java,7.0.0,Apache Tomcat,Apache-2.0,
modules/third-party/javax-servlet-jsp/src/main/java/org/apache/jasper/JspCompilationContext.java,b03,javax.servlet.jsp-2.3.3-b03-sources.jar,N_A,
modules/third-party/jenkins-core/src/main/java/hudson/tasks/junit/JUnitResultArchiver.java,1.565.1,Jenkins,MIT,
modules/third-party/net-sf-jpathwatch/src/main/java/name/pachler/nio/file/impl/BSDPathWatchService.java,0.95,jpathwatch,GPL-2.0-with-classpath-exception,
modules/third-party/org-apache-axis/src/main/java/org/apache/axis/AxisEngine.java,1.4,Apache Axis,Apache-2.0,
modules/third-party/org-apache-commons-fileupload/src/main/java/org/apache/commons/fileupload/FileUploadBase.java,1.2.2,Apache Commons FileUpload,Apache-2.0,
modules/third-party/org-apache-felix-bundlerepository/src/main/java/org/apache/felix/bundlerepository/impl/LocalRepositoryImpl.java,2.0.2,Apache Felix Bundle Repository,Apache-2.0,
modules/third-party/org-apache-felix-fileinstall/src/main/java/org/apache/felix/fileinstall/internal/DirectoryWatcher.java,3.5.4,Apache Felix FileInstall,Apache-2.0,
modules/third-party/org-apache-ivy/src/main/java/org/apache/ivy/util/PropertiesFile.java,2.4.0,Apache Ivy,Apache-2.0,
modules/third-party/org-apache-velocity/src/main/java/org/apache/velocity/runtime/parser/node/ASTText.java,1.6.4,Apache Velocity,Apache-2.0,
modules/third-party/org-drools-core/src/main/java/org/drools/base/ClassFieldAccessorCache.java,5.4.0,Drools,Apache-2.0,
modules/third-party/org-elasticsearch/src/main/java/org/elasticsearch/bootstrap/JarHell.java,2.4.0,Elasticsearch,Apache-2.0,
modules/third-party/org-freemarker/src/main/java/freemarker/core/TextBlock.java,2.3.23,Apache FreeMarker,Apache-2.0,
modules/third-party/org-hibernate-core/src/main/java/org/hibernate/engine/jdbc/ClobProxy.java,3.6.9,Hibernate ORM,LGPL-2.1+,
modules/util/sass-compiler-jni/src/test/resources/com/liferay/sass/compiler/jni/internal/dependencies/sass-spec/04_basic_variables/expected_output.css,v2.1.1,modularscale-sass,MIT,
modules/util/sass-compiler-jni/src/test/resources/com/liferay/sass/compiler/jni/internal/dependencies/sass-spec/15_arithmetic_and_lists/expected_output.css,,CSS-Sass-3.4.6.tar.gz,MIT,
portal-web/docroot/WEB-INF/tld/fmt.tld,1.1,JSLT API,GPL-2.0-with-classpath-exception,
tools/ant-jshint-2.0.5.jar,2.0.5,ant-jshint,MIT,
tools/putty/plink.exe,0.60,PuTTY,MIT,
tools/yuicompressor-2.4.7.jar,2.4.7,YUI Compressor,BSD-3-Clause,